Icon,Scene Name,Scene ID,Location,Exec,Created,Execute
"https://client.smartthings.com/icons/scenes/out","Away","cd33231d-2a21-4576-bab8-448838afff3f","My Ovenell","Cloud","2025-10-03T14:56:56Z",
"https://client.smartthings.com/icons/scenes/night","Good night","a9edc7a0-6bb1-4c5c-84b3-2207157cc0a0","My Ovenell","Cloud","2025-10-03T14:57:31Z",
